Date,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLC,XLY,XLP,XLU,SPY,SHY,^TNX,CL=F,HY_SPREAD
2017-07-10,45.193965911865234,21.469953536987305,69.13656616210938,59.95777893066406,46.32682418823242,24.028284072875977,50.969913482666016,47.422550714383604,82.47654724121094,43.67820358276367,39.863834381103516,212.98423767089844,71.8934097290039,2.371000051498413,44.400001525878906,3.83
2017-07-11,45.440284729003906,21.28116226196289,69.057861328125,59.905540466308594,46.258785247802734,23.99009895324707,51.080291748046875,46.929060783166015,82.31047058105469,43.55717086791992,39.84059143066406,212.8260498046875,71.9189453125,2.361999988555908,45.040000915527344,3.85
2017-07-12,45.56695556640625,21.349815368652344,69.5300064086914,60.23641586303711,46.794517517089844,24.303245544433594,51.74258041381836,47.11805417250859,82.93790435791016,43.79924011230469,40.1815071105957,214.4253692626953,71.95299530029297,2.3269999027252197,45.4900016784668,3.81
2017-07-13,45.74993133544922,21.478538513183594,69.59120178222656,60.1928825378418,46.743492126464844,24.34907341003418,51.84376525878906,46.939560663920325,82.9471206665039,43.80731201171875,40.04203796386719,214.78562927246094,71.9189453125,2.3480000495910645,46.08000183105469,3.77
2017-07-14,46.02437973022461,21.384140014648438,70.06338500976562,60.454105377197266,46.98158645629883,24.593475341796875,52.30370330810547,47.20730315892023,83.21468353271484,44.1542854309082,40.227989196777344,215.78744506835938,71.95299530029297,2.319000005722046,46.540000915527344,3.73
2017-07-17,45.96809005737305,21.315492630004883,69.80982208251953,60.41926956176758,47.07511520385742,24.64694595336914,52.31290817260742,47.43306845207797,83.41766357421875,44.20269012451172,40.41393280029297,215.76109313964844,71.96153259277344,2.309000015258789,46.02000045776367,3.69
2017-07-18,45.74993133544922,21.28116226196289,69.86228942871094,60.27996063232422,46.879547119140625,24.61639404296875,52.55207443237305,47.04457286416847,83.79595947265625,44.20269012451172,40.53016662597656,215.87533569335938,71.97855377197266,2.263000011444092,46.400001525878906,3.69
2017-07-19,46.4184684753418,21.28974723815918,70.43062591552734,60.340911865234375,47.33022689819336,24.799694061279297,52.81884002685547,47.354305953715595,84.20191955566406,44.36408615112305,40.70063400268555,217.04405212402344,71.97855377197266,2.2679998874664307,47.119998931884766,3.64
2017-07-20,46.27772903442383,21.28116226196289,70.89404296875,60.00132369995117,46.98158645629883,24.730958938598633,52.92921829223633,47.86355017029966,84.02661895751953,44.37215805053711,40.995059967041016,217.14071655273438,71.97855377197266,2.2660000324249268,46.790000915527344,3.61
2017-07-21,45.8203010559082,21.28116226196289,70.81531524658203,59.88813781738281,46.990081787109375,24.77678108215332,52.86482620239258,48.05779350001939,84.08197021484375,44.44478225708008,41.28947448730469,216.94741821289062,72.0125961303711,2.2320001125335693,45.77000045776367,3.64
2017-07-24,45.735843658447266,21.375558853149414,70.78910064697266,59.75751876831055,46.94757080078125,24.761505126953125,52.99361038208008,47.53805386691603,83.79595947265625,44.29952621459961,40.902061462402344,216.8946990966797,71.98705291748047,2.253999948501587,46.34000015258789,3.63
2017-07-25,46.31290817260742,21.641572952270508,70.28197479248047,59.679161071777344,47.449275970458984,24.761505126953125,52.89242172241211,47.83205052803673,84.38646697998047,44.60615158081055,40.66962814331055,217.42193603515625,71.94454956054688,2.3259999752044678,47.88999938964844,3.55
